feature1,feature2,class
-4.525025621744686588e-01,-1.382617474605782881e+00,1.000000000000000000e+00
3.843162630373198052e-01,1.508008412661248965e+00,1.000000000000000000e+00
9.815020999709460625e-01,1.892409269487764334e+00,2.000000000000000000e+00
1.904586085336056889e-01,-1.133086251681032514e-03,1.000000000000000000e+00
2.672859698046892607e+00,2.373958263558966664e+00,2.000000000000000000e+00
-1.573266016274031676e-01,-8.567698336058293673e-01,1.000000000000000000e+00
-3.153606411410603272e-03,5.083413377659544707e+00,2.000000000000000000e+00
4.294774382290825088e+00,3.340127938631598514e+00,2.000000000000000000e+00
1.460419972254158205e+00,2.117686598379944218e+00,1.000000000000000000e+00
3.061199838431831188e-01,-1.554864941411136181e+00,1.000000000000000000e+00
-6.004817179792419912e-01,-8.344617258614923927e-02,1.000000000000000000e+00
1.351194968107772620e+00,-4.696568975848866567e-02,1.000000000000000000e+00
2.390940717517614278e+00,2.214402181470195519e+00,2.000000000000000000e+00
-7.053444260338784799e-01,3.062586181977864364e-01,1.000000000000000000e+00
1.874228633384453335e+00,1.816289201511965823e+00,2.000000000000000000e+00
1.661636957224613020e+00,2.215759915428785032e+00,1.000000000000000000e+00
4.762630371517856398e-01,4.172470843592677170e+00,1.000000000000000000e+00
1.923990007163667970e+00,1.904965741620384900e+00,2.000000000000000000e+00
1.495650781543669261e+00,2.378902373941064408e+00,2.000000000000000000e+00
4.952284855383730644e+00,2.666480394292530143e+00,2.000000000000000000e+00
1.001339945026782585e+00,-1.047142169584176496e+00,1.000000000000000000e+00
4.793062595309225848e+00,3.023130078499417728e+00,2.000000000000000000e+00
-8.801682756236183236e-01,-1.437030800790854799e-03,1.000000000000000000e+00
5.433298077546771410e+00,2.701989109725777105e+00,2.000000000000000000e+00
4.055995936281211911e+00,1.856459832140289867e+00,2.000000000000000000e+00
1.184380858815207604e+00,-4.868085568538424446e-01,1.000000000000000000e+00
2.292286338821366343e+00,3.414751406363351727e+00,2.000000000000000000e+00
5.170459238554918624e-01,7.748260582488901704e-01,1.000000000000000000e+00
5.024708048658983461e-01,4.373000445678013604e-01,1.000000000000000000e+00
-2.415877230052178026e-01,3.235037251123880631e-01,1.000000000000000000e+00
3.660254539066822410e+00,3.349328176279075198e+00,2.000000000000000000e+00
-5.129955273076955979e-01,2.976320848577290956e+00,1.000000000000000000e+00
2.611531625301518833e+00,2.723964078446814430e+00,2.000000000000000000e+00
5.173642053930500584e-01,-6.320080961789269480e-01,1.000000000000000000e+00
7.992424836995004611e-01,1.839889731128596440e+00,1.000000000000000000e+00
3.977024368110748664e+00,2.432229160399260515e+00,2.000000000000000000e+00
2.992035584969259254e+00,2.157603799822029433e+00,2.000000000000000000e+00
-4.012078796455472718e-01,1.133865644004995316e-01,1.000000000000000000e+00
3.469092872893378310e+00,9.338545627752035116e-01,2.000000000000000000e+00
2.635450408688142510e+00,3.238116618743315023e+00,2.000000000000000000e+00
3.692428418429640313e+00,2.936616578631642493e+00,2.000000000000000000e+00
8.350879624328804152e-01,4.674589278888056643e-01,1.000000000000000000e+00
2.634478003577371830e+00,4.050014819866976978e+00,2.000000000000000000e+00
1.147344191727632579e+00,3.865289308948533176e+00,2.000000000000000000e+00
2.971799624782271554e+00,3.205125110376974007e+00,2.000000000000000000e+00
2.041037947991521495e+00,9.149262098280321054e-02,1.000000000000000000e+00
2.650059254901445893e+00,2.971326849003610437e+00,2.000000000000000000e+00
-2.391340661170628490e+00,2.643391902894030920e+00,1.000000000000000000e+00
-1.934025406248086332e-01,-4.171475303705421966e-01,1.000000000000000000e+00
3.220422255675344569e+00,1.615870836152500267e+00,2.000000000000000000e+00
-1.055497598602633119e-01,-1.204092788956842242e+00,1.000000000000000000e+00
-8.886506424854838659e-01,1.442897748993449414e-01,1.000000000000000000e+00
2.575112048125265396e+00,1.515120623287312895e+00,2.000000000000000000e+00
1.845578679672151001e-01,-4.043540677640703462e-01,1.000000000000000000e+00
1.723493030260854653e+00,1.740060948236904714e+00,2.000000000000000000e+00
4.699703254260978014e+00,2.879505590879899213e+00,2.000000000000000000e+00
8.433110837683153171e-01,2.709264328141327116e+00,2.000000000000000000e+00
3.744080191878035979e+00,3.685370771249297572e+00,2.000000000000000000e+00
2.123752941291410679e+00,2.464357945241228975e+00,2.000000000000000000e+00
4.771136088941366538e+00,1.873893908035315192e+00,2.000000000000000000e+00
5.523766077628604609e-01,-1.495020545971024628e+00,1.000000000000000000e+00
3.424702794857930499e+00,3.474083903242589866e+00,2.000000000000000000e+00
-1.374215853168461732e-01,5.216611705284076583e-01,1.000000000000000000e+00
4.333927751054252653e+00,2.457225691819267421e+00,2.000000000000000000e+00
-1.086175265834899983e+00,1.135225777452503859e+00,1.000000000000000000e+00
8.218203712792314652e-01,6.481815089908670169e-01,1.000000000000000000e+00
3.784659257075603023e+00,2.361681710792806754e+00,2.000000000000000000e+00
1.686409070913389430e+00,-1.389588991585536615e+00,1.000000000000000000e+00
1.753571626246119286e-01,-2.685757270334324098e-01,1.000000000000000000e+00
1.056143739183905028e+00,5.106411147846557919e-01,1.000000000000000000e+00
4.116272554174432940e+00,2.836916550829051253e+00,2.000000000000000000e+00
3.917369963407675293e+00,4.123582889894789716e+00,2.000000000000000000e+00
8.938820160964970896e-01,3.003232501730339177e+00,2.000000000000000000e+00
1.185325051292642984e+00,2.701051565375101937e+00,2.000000000000000000e+00
3.358388199988177614e-01,-1.209502872474918833e+00,1.000000000000000000e+00
2.424405176083452407e+00,3.242506141960334709e+00,2.000000000000000000e+00
-4.408329642315218511e-01,-2.437792590992529373e-01,1.000000000000000000e+00
2.851614223411860660e+00,3.856274133209249388e+00,2.000000000000000000e+00
2.870897816765166866e+00,2.655090905463262541e+00,2.000000000000000000e+00
3.181614467716435080e+00,4.033056672085631789e+00,2.000000000000000000e+00
-2.663967134301672868e+00,2.356140360036998782e+00,1.000000000000000000e+00
5.402117786906806884e+00,2.399589410747343443e+00,2.000000000000000000e+00
-2.944306832588430844e-01,4.684626563081968342e-01,1.000000000000000000e+00
1.472075482085446474e-01,3.053358456080388361e+00,2.000000000000000000e+00
6.682159857587082197e-01,3.430401105653716476e-01,1.000000000000000000e+00
3.065485342925065027e-01,4.504374650370420952e+00,2.000000000000000000e+00
2.418655893944689605e+00,5.389079419191389775e+00,2.000000000000000000e+00
3.836750292093488723e-01,-2.413152395392720084e+00,1.000000000000000000e+00
2.633225762275032800e+00,3.071329918675431703e+00,2.000000000000000000e+00
4.484336270665944646e+00,4.383690604343308372e+00,2.000000000000000000e+00
-4.854366755946840639e-01,-7.977949556330544700e-01,1.000000000000000000e+00
-4.253527260155128692e-02,2.124273504098438181e+00,1.000000000000000000e+00
-1.146753182733569743e+00,1.229252204007230675e+00,1.000000000000000000e+00
3.292779068468010273e-01,-1.232789082576733808e+00,1.000000000000000000e+00
-5.419864068528288392e-01,-6.137205611688627549e-01,1.000000000000000000e+00
8.093007304714094907e-01,3.887603181695113985e+00,2.000000000000000000e+00
1.020489010232321414e+00,2.400224571857569433e+00,2.000000000000000000e+00
6.441292384485083344e-01,3.152759167065421586e+00,1.000000000000000000e+00
5.237819495049029772e-01,-8.734423336732485277e-01,1.000000000000000000e+00
1.405613186417462579e+00,1.548320428087484046e+00,1.000000000000000000e+00
1.179003367555832904e+00,-3.585429988274302371e-01,1.000000000000000000e+00
1.503129628450158073e+00,3.224206093517223426e+00,2.000000000000000000e+00
1.588745660231689616e+00,3.136185783649916736e+00,2.000000000000000000e+00
1.064978411495782540e+00,4.645209791493331686e+00,2.000000000000000000e+00
4.033906865404827680e-01,1.507741909925795210e-01,1.000000000000000000e+00
5.818821189932771309e-01,-4.240501247438174803e-01,1.000000000000000000e+00
1.227354396140764914e+00,3.631290402718706289e+00,2.000000000000000000e+00
-1.456769201178903517e+00,-1.338192409826618023e+00,1.000000000000000000e+00
-2.100690445522400474e+00,2.384352554006421432e+00,1.000000000000000000e+00
3.154129758252477433e-01,6.183058172991722223e-01,1.000000000000000000e+00
1.533779438423212405e+00,-1.427852635626354338e+00,1.000000000000000000e+00
2.833783324470823817e-01,-1.609759069904356521e-01,1.000000000000000000e+00
2.169043904221547692e+00,3.784187609995510737e+00,2.000000000000000000e+00
4.547720423053750460e-01,1.141673312606970692e+00,1.000000000000000000e+00
-1.432550550872660144e+00,2.763344343235743850e+00,1.000000000000000000e+00
-1.519696581042115691e+00,-1.485372842807245464e+00,1.000000000000000000e+00
2.334222052881915754e+00,3.449841405865430310e+00,2.000000000000000000e+00
1.888304349311720198e-01,1.933673221942152631e+00,1.000000000000000000e+00
1.984372898575774924e+00,-3.158935646743484149e+00,1.000000000000000000e+00
-1.464670886221649315e+00,-2.787731108950049830e+00,1.000000000000000000e+00
-1.748204597430401130e-01,-1.281311454605826849e+00,1.000000000000000000e+00
6.372165327726941442e+00,2.345576230893609004e+00,2.000000000000000000e+00
3.590176148441753590e+00,2.673306083992634363e+00,2.000000000000000000e+00
-9.507354310696399802e-01,-1.377199298316656995e+00,1.000000000000000000e+00
-1.027521921687469364e+00,1.480776983308502048e+00,1.000000000000000000e+00
1.343440126222747111e+00,3.183372806730670135e+00,2.000000000000000000e+00
-4.167714557050126167e-01,4.742463219252938345e+00,2.000000000000000000e+00
-2.421882146335720076e+00,4.333783397676256310e-01,1.000000000000000000e+00
3.669862489769027958e-01,1.047732963672272311e+00,1.000000000000000000e+00
1.124147212746166302e-01,-6.149905904633565790e-01,1.000000000000000000e+00
-6.802959477000509736e-01,2.795052944740777701e+00,1.000000000000000000e+00
-9.570634106793328710e-01,1.304793557904988965e+00,1.000000000000000000e+00
-1.190113515232674501e+00,-1.322429118769578915e+00,1.000000000000000000e+00
3.787674413592644562e+00,2.442770750657830447e+00,2.000000000000000000e+00
-9.273109978284020949e-01,-2.088245432038743132e+00,1.000000000000000000e+00
-5.161875309735237671e-01,1.258349003524285248e+00,1.000000000000000000e+00
-5.318540093022372517e-02,1.000709031712952779e+00,1.000000000000000000e+00
1.300637402269385845e+00,-7.206354860002933682e-02,1.000000000000000000e+00
-1.929757718133033650e+00,2.497143887094153691e-01,1.000000000000000000e+00
4.511885634785536503e+00,1.809384885877431959e+00,2.000000000000000000e+00
3.051549077178588032e+00,3.567328302504400472e+00,2.000000000000000000e+00
7.422755676932745184e-01,-5.269184208370668587e-01,1.000000000000000000e+00
-4.884407957898420083e-01,6.377869938393303517e-01,1.000000000000000000e+00
-1.008046802329956249e+00,6.817547131054626508e-01,1.000000000000000000e+00
4.355534729236408609e+00,3.100394366962305082e+00,2.000000000000000000e+00
1.422709684287353449e+00,2.848927806474194635e-01,1.000000000000000000e+00
-7.454528453732169879e-01,-1.263818072684663951e+00,1.000000000000000000e+00
-9.562374064764194159e-01,-7.906459556686591394e-01,1.000000000000000000e+00
-3.089135625654200190e-01,2.155258999114369800e+00,2.000000000000000000e+00
6.114990532100503806e-01,5.392093563339107609e-01,1.000000000000000000e+00
2.882822714133921327e+00,2.578051971467685277e+00,2.000000000000000000e+00
4.569869521124159562e+00,2.638229512688627487e+00,2.000000000000000000e+00
1.545227618087589017e+00,3.970224228719307025e+00,2.000000000000000000e+00
3.184946093134507356e-02,1.041124758942631789e+00,1.000000000000000000e+00
5.290969382609361782e-02,-1.369843258939287822e-01,1.000000000000000000e+00
-1.152784126395542064e+00,4.132127341108550844e+00,1.000000000000000000e+00
1.398674874733642604e+00,-1.187655872097257204e+00,1.000000000000000000e+00
3.139995117733873631e+00,2.667169068262928100e+00,2.000000000000000000e+00
-1.252258437377167466e+00,7.916572818080608309e-01,1.000000000000000000e+00
4.542414445471820716e-01,-8.322108692538110475e-01,1.000000000000000000e+00
-1.101685401520738017e+00,5.609769116352325558e-01,1.000000000000000000e+00
4.970473311471979017e+00,4.001262125161924033e+00,2.000000000000000000e+00
1.138795925275992715e-01,4.168716900380760926e+00,2.000000000000000000e+00
2.141818814754322453e+00,-7.031988929199500804e-01,1.000000000000000000e+00
9.067831056389255018e-01,5.624808274681923903e-01,1.000000000000000000e+00
1.435236560046452059e+00,-2.565587458318712155e+00,1.000000000000000000e+00
1.298775635472397161e+00,-1.061952001572844972e+00,1.000000000000000000e+00
3.845326433295325197e-01,2.375494774351706084e+00,1.000000000000000000e+00
-6.216414354291095457e-01,-3.401481619137486923e-01,1.000000000000000000e+00
1.453041713846757288e+00,2.043607789741955116e+00,1.000000000000000000e+00
1.847717377588547594e+00,6.708679710842426758e-01,1.000000000000000000e+00
-1.876055166836774202e+00,9.736717972223334350e-01,1.000000000000000000e+00
5.622227941299946963e+00,1.883819754515637657e+00,2.000000000000000000e+00
4.381622319743990190e-01,1.707049920210669036e+00,1.000000000000000000e+00
4.457838316441809390e+00,2.144824233283217474e+00,2.000000000000000000e+00
1.545587706894057556e+00,4.591446049081467251e+00,2.000000000000000000e+00
9.016167626863516027e-01,2.364632656232267038e+00,2.000000000000000000e+00
6.253571368139161812e+00,3.234107606685379110e+00,2.000000000000000000e+00
3.911261586854171135e+00,1.938848945204132868e+00,2.000000000000000000e+00
5.898299392171751920e-01,4.462710094105112879e-01,1.000000000000000000e+00
8.923443387559644169e-01,2.043444282364701436e-01,1.000000000000000000e+00
3.013326703358198522e+00,2.275921146606727952e+00,2.000000000000000000e+00
2.534258694771428289e+00,3.846833927753748661e+00,2.000000000000000000e+00
2.651589833782616257e+00,1.557087445660571223e+00,2.000000000000000000e+00
-1.227926883318656293e+00,-2.647999283425923167e+00,1.000000000000000000e+00
5.713086634513269146e-01,1.399966440006765178e-01,1.000000000000000000e+00
3.732369026436517689e+00,2.055850162863348984e+00,2.000000000000000000e+00
6.408484022614293132e-03,1.143005726139173284e+00,1.000000000000000000e+00
-8.605404718227168681e-01,-1.230097032951895208e+00,1.000000000000000000e+00
3.745265728719346043e+00,3.674719636436051928e+00,2.000000000000000000e+00
1.680018071797182211e+00,2.414057350152994719e+00,2.000000000000000000e+00
1.625364331567918486e+00,3.011360114472744876e+00,2.000000000000000000e+00
4.591368696983066044e+00,1.499393442078153171e+00,2.000000000000000000e+00
3.939049430249699224e+00,3.273951182424342132e+00,2.000000000000000000e+00
3.855664176929101128e+00,2.639012745141015248e+00,2.000000000000000000e+00
1.451486420416894463e+00,-3.388819030826166312e+00,1.000000000000000000e+00
2.230147613552539987e+00,7.311414068438661928e-01,2.000000000000000000e+00
4.800679576520183289e+00,4.163546149529949503e+00,2.000000000000000000e+00
6.123306459275947855e-01,-1.195327120560370160e+00,1.000000000000000000e+00
1.009000909603966711e+00,-1.081286456213709668e+00,1.000000000000000000e+00
4.450333454097158636e+00,2.457766239909067174e+00,2.000000000000000000e+00
3.740470073550254515e+00,1.836518013240675096e+00,2.000000000000000000e+00
2.310706454215664785e+00,2.429448650877291005e+00,2.000000000000000000e+00
5.865356912860455463e-01,-6.418389678523616082e-01,1.000000000000000000e+00
-7.787341436367419822e-01,-1.727700276916332434e-01,1.000000000000000000e+00
3.250305780823832702e+00,1.750289699532910470e+00,2.000000000000000000e+00
4.015131895939044737e-01,-1.708249554170922779e-01,1.000000000000000000e+00
2.889089459196526377e+00,2.893126663533639231e+00,2.000000000000000000e+00
1.820331413175149127e+00,3.228376728211578062e+00,2.000000000000000000e+00
4.441634390164374224e+00,3.123862725514344962e+00,2.000000000000000000e+00
2.165874536444184262e+00,7.607133942794301884e-01,1.000000000000000000e+00
-8.384659660101938528e-01,3.279403476288036412e+00,2.000000000000000000e+00
3.564769974519739648e+00,3.092138409583000236e+00,2.000000000000000000e+00
4.098654755762814794e+00,3.390511058289936042e+00,2.000000000000000000e+00
4.135819147317477018e+00,2.951665074606506067e+00,2.000000000000000000e+00
6.599205944162714887e-01,9.211865000028107708e-01,1.000000000000000000e+00
7.603842011820272084e-02,-1.464290084320160723e+00,1.000000000000000000e+00
-1.325099809526130379e+00,1.383279461670438915e+00,1.000000000000000000e+00
1.161274414755110618e+00,3.465996626162855532e-01,1.000000000000000000e+00
3.719853084871815874e+00,2.171685224398231639e+00,2.000000000000000000e+00
4.801918064261715635e+00,2.461361057187810175e+00,2.000000000000000000e+00
-1.591119016165229993e+00,3.881220326310362623e+00,2.000000000000000000e+00
2.459463111181740658e+00,2.206365815348307446e+00,2.000000000000000000e+00
4.138528257631066687e+00,2.454839591347831362e+00,2.000000000000000000e+00
2.667324149888422591e-01,-7.511455600123211340e-01,1.000000000000000000e+00
-1.816701064222930873e+00,-4.608358241453143489e-02,1.000000000000000000e+00
5.351950800889268001e-01,-3.197050266492581283e+00,1.000000000000000000e+00
3.490567665967818201e+00,3.891912461623282748e+00,2.000000000000000000e+00
-2.120665320235293194e-02,3.724427822338288063e+00,2.000000000000000000e+00
2.115471573359739565e-02,3.608634245720639289e+00,2.000000000000000000e+00
3.689269768432213770e+00,3.410267032360413619e+00,2.000000000000000000e+00
1.049083289816307385e+00,3.431655225003743537e-01,1.000000000000000000e+00
-1.316944352325510603e-01,-1.501205343533467795e+00,1.000000000000000000e+00
4.001645880112917553e+00,2.692207795158253258e+00,2.000000000000000000e+00
-2.094038555283994185e+00,-1.432035535354757805e+00,1.000000000000000000e+00
3.771257003847841016e+00,4.601335137314215729e+00,2.000000000000000000e+00
3.908007653684172578e+00,4.458798343065781822e+00,2.000000000000000000e+00
-3.059801014361116511e-01,1.491671850574831926e-01,1.000000000000000000e+00
2.073113965822066085e+00,1.085783906421866840e+00,2.000000000000000000e+00
4.854967432012798234e+00,1.107094274044735149e+00,2.000000000000000000e+00
4.551176421651842219e+00,1.324208146288475385e+00,2.000000000000000000e+00
5.759246626252942036e+00,2.156789294189819906e+00,2.000000000000000000e+00
3.197617211034059714e+00,4.636242147592652074e+00,2.000000000000000000e+00
-3.187582048432657800e-02,3.942174594091623518e+00,2.000000000000000000e+00
2.589540343953966595e-01,-2.351103928318832192e+00,1.000000000000000000e+00
2.046081772202265281e+00,1.580058123867580600e+00,2.000000000000000000e+00
3.393377523489769398e+00,2.672785772057028719e+00,2.000000000000000000e+00
8.351979641760758355e-01,2.237567494664164602e+00,2.000000000000000000e+00
3.405986369606026187e+00,2.042423193447447272e+00,2.000000000000000000e+00
2.069712021053166096e-01,-1.049897406247966292e-01,1.000000000000000000e+00
-1.562462264193443584e+00,-1.872168751701058564e+00,1.000000000000000000e+00
-1.722526866110445143e+00,-4.477347214727760150e-02,1.000000000000000000e+00
1.048134584693752869e+00,2.703719436005783905e+00,1.000000000000000000e+00
6.887536081073802663e+00,4.438876007239567656e+00,2.000000000000000000e+00
3.672978861216182334e-01,1.413660080304655287e+00,1.000000000000000000e+00
3.628971356729996156e+00,2.983676664698529546e+00,2.000000000000000000e+00
-3.162969542601930528e-01,1.628407115148759132e+00,1.000000000000000000e+00
5.477062130713141602e-02,-2.201397962707981382e+00,1.000000000000000000e+00
3.572287840607889287e+00,1.118062228992584339e+00,2.000000000000000000e+00
2.847909934031940704e+00,4.462198914265379734e+00,2.000000000000000000e+00
3.867446249892310117e+00,2.192921360021205857e+00,2.000000000000000000e+00
3.502179369791548869e+00,2.821256633447634776e+00,2.000000000000000000e+00
-3.838532369654486243e-02,1.777203226023797322e+00,1.000000000000000000e+00
-1.129256208722677401e+00,4.354232172905334042e-01,1.000000000000000000e+00
4.081297291242641734e+00,1.817697637571882296e+00,2.000000000000000000e+00
-1.261790876783893678e-01,6.612003156040970886e-01,1.000000000000000000e+00
-7.397757857119245939e-01,1.619266731050834851e+00,1.000000000000000000e+00
6.585740742557670835e-01,2.859216629457408843e+00,2.000000000000000000e+00
9.101413896737578502e-02,-2.450196518989587346e+00,1.000000000000000000e+00
1.682015642856521831e+00,-8.902097297613739135e-01,1.000000000000000000e+00
3.773335970483565838e+00,2.560520564677442046e+00,2.000000000000000000e+00
3.801859937311864002e+00,2.587496067124011478e+00,2.000000000000000000e+00
4.152419569769266183e-01,-2.671668080733198281e+00,1.000000000000000000e+00
-4.413721176201993446e-01,-7.642868114887528819e-01,1.000000000000000000e+00
2.929872056906857924e+00,3.077782598651764179e+00,2.000000000000000000e+00
2.457231327242583419e+00,1.986875082888536648e+00,2.000000000000000000e+00
3.114049107372587777e+00,1.671010211274387203e+00,2.000000000000000000e+00
1.559659257960463341e+00,2.875158551804513962e+00,2.000000000000000000e+00
2.437150197766183801e+00,3.596284994997789308e+00,2.000000000000000000e+00
3.126948854544354450e+00,3.046993221157057619e+00,2.000000000000000000e+00
-3.949447945684679828e-01,-2.839444398401507197e-01,1.000000000000000000e+00
1.418258446144990970e+00,-1.831265032434304496e+00,1.000000000000000000e+00
-2.690463703199824086e-01,-2.618542101641577524e+00,1.000000000000000000e+00
1.495809916374652326e+00,2.075617732043524732e+00,2.000000000000000000e+00
2.056767801408433627e+00,2.866297165920431933e+00,2.000000000000000000e+00
5.081789383160987272e-01,9.105897016859961779e-01,1.000000000000000000e+00
4.333940352514988881e+00,3.476321324538462321e+00,2.000000000000000000e+00
-1.576014956719592464e+00,-8.972613897037415853e-01,1.000000000000000000e+00
-1.828077391172282518e+00,-1.221289150075340446e+00,1.000000000000000000e+00
1.016552624580513431e+00,2.558913623882014043e+00,2.000000000000000000e+00
2.429483586731800759e+00,-1.717674547088731796e+00,1.000000000000000000e+00
5.538477948302571008e+00,3.792214577924345686e+00,2.000000000000000000e+00
4.573112114035456921e-01,6.482405697308120107e-01,1.000000000000000000e+00
1.086252405551640488e+00,-7.990925318380396325e-01,1.000000000000000000e+00
3.080047519500581643e+00,1.858070961027991519e+00,2.000000000000000000e+00
1.008551299851762201e-01,-1.906176510643513844e-01,1.000000000000000000e+00
3.201417439466141546e-01,1.563758341182740708e+00,1.000000000000000000e+00
4.139817486690326120e+00,3.575834604602126987e+00,2.000000000000000000e+00
-2.097723166648011728e-01,2.030660472565422925e+00,1.000000000000000000e+00
1.655341290362337014e+00,4.111351211025866093e+00,2.000000000000000000e+00
4.565869147344172596e+00,2.367753995475393225e+00,2.000000000000000000e+00
-9.398867122290818221e-01,1.412449305574018821e+00,1.000000000000000000e+00
8.506149072180033688e-01,1.298373396392839829e-01,1.000000000000000000e+00
1.638329484486150900e+00,4.960536076218767576e+00,2.000000000000000000e+00
3.628461028957211454e+00,3.289167333342781774e+00,2.000000000000000000e+00
1.059729519419029403e-01,-1.792669432097302007e+00,1.000000000000000000e+00
1.255723111840402195e+00,-4.432489172652790188e+00,1.000000000000000000e+00
-6.042741997786872377e-01,-1.782226226534878721e-01,1.000000000000000000e+00
